ID,Phylum,Class,Order,Family,Genus,Species,Similarity,Status,Flags
>otu204,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Allolobophoridella,eiseni,97.74,Published,  2 3  
>otu205,Arthropoda,Insecta,,,,,82.67,Published,2
>otu206,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu207,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,octaedra,100,Published,       
>otu208,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu209,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu210,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,,,92.09,Private,1 2    
>otu211,Arthropoda,Arachnida,Araneae,Atypidae,Atypus,,97.7,Published,       
>otu212,Arthropoda,Insecta,,,,,80,Published,2
>otu213,Rhodophyta,Florideophyceae,Ceramiales,,,,86.21,Published,4
>otu214,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,Polydesmus,inconstans,98.87,Private,3
>otu215,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu216,Rhodophyta,Florideophyceae,Hapalidiales,,,,85.47,Published,2
>otu217,Arthropoda,Insecta,Lepidoptera,Nolidae,Callinola,bifiliferata,98.72,Published,2
>otu218,Arthropoda,Branchiopoda,,,,,81.33,Published,2
>otu219,Arthropoda,Arachnida,,,,,84.26,Published,2
>otu220,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu221,Chordata,Actinopterygii,,,,,79.01,Published,2
>otu222,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu223,Arthropoda,Insecta,Diptera,,,,96.3,Published,2
>otu224,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu225,Arthropoda,Insecta,,,,,79.76,Published,2
>otu226,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,bankii,100,Private,       
>otu227,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu228,Rotifera,Bdelloidea,,Philodinidae,,,91.43,Published,2
>otu229,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu230,Nematoda,Chromadorea,Rhabditida,Heterorhabditidae,,,90.48,Published,2
>otu231,Arthropoda,Insecta,Hemiptera,,,,86.21,Private,  2 3 4
>otu232,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu234,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu235,Rhodophyta,Florideophyceae,,,,,81.29,Published,2
>otu236,Ascomycota,Sordariomycetes,,,,,81.82,Private,2
>otu237,Echinodermata,Crinoidea,,,,,72.84,Published,2
>otu238,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu239,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu240,Arthropoda,Thecostraca,,,,,78.21,Published,2
>otu241,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,dilatatus,100,Published,1
>otu242,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu243,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,elegans,100,Published,       
>otu244,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu245,Chordata,Actinopterygii,,,,,80.25,Published,2
>otu246,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu247,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu248,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Camisia,spinifer,100,Private,       
>otu249,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu250,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu251,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu252,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu253,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu254,Arthropoda,Copepoda,Harpacticoida,,,,87.18,Published,2
>otu255,Arthropoda,Malacostraca,Decapoda,Potamonautidae,,,92.31,Published,2
>otu256,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,scaber,98.85,Published,       
>otu257,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu258,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu259,Nematoda,Chromadorea,Aphelenchida,,,,88.7,Private,  2 3 4
>otu260,Rhodophyta,Florideophyceae,Gigartinales,,,,85.06,Private,    3 4
>otu262,Rhodophyta,Florideophyceae,Halymeniales,,,,86.4,Early-Release,  2 3  
>otu263,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu265,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,intermedius,100,Private,       
>otu266,Arthropoda,Branchiopoda,Anostraca,,,,85.19,Published,4
>otu267,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu268,Cnidaria,Cubozoa,,,,,79.49,Published,2
>otu269,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu270,Arthropoda,Insecta,Diptera,Psychodidae,Phlebotomus,,96.55,Private,  2 3  
>otu271,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu273,Rhodophyta,Florideophyceae,Ceramiales,,,,85.19,Early-Release,    3 4
>otu275,Arthropoda,Insecta,Lepidoptera,Geometridae,Adactylotis,contaminaria,98.87,Published,2
>otu276,Arthropoda,Insecta,Diptera,,,,93.59,Private,2
>otu277,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,100,Private,3
>otu278,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,,,90.48,Published,       
>otu279,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu280,Rhodophyta,Florideophyceae,,,,,82.39,Published,2
>otu281,Zygomycota,,,,,,95.98,Private,3
>otu282,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu283,Zygomycota,,,,,,95.4,Private,3
>otu284,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu285,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu286,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu287,Chordata,Actinopterygii,,,,,80.25,Published,2
>otu288,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eisenia,eiseni,99.44,Published,  2 3  
>otu289,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu290,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu291,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,saccharinum,98.31,Published,2
>otu292,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu293,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu294,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Bimastos,rubidus,100,Private,3
>otu295,Echinodermata,Crinoidea,,,,,83.33,Published,2
>otu296,Arthropoda,Insecta,Hemiptera,,,,87.88,Private,    3 4
>otu297,Rhodophyta,Florideophyceae,,,,,83.91,Published,2
>otu298,Arthropoda,Copepoda,,,,,79.49,Published,2
>otu299,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu300,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu301,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu302,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,,96.61,Private,  2 3  
>otu303,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu304,Arthropoda,Insecta,Coleoptera,,,,86.31,Private,    3 4
>otu305,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu306,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu307,Mollusca,Gastropoda,Stylommatophora,Lauriidae,Lauria,,95.83,Private,       
>otu308,Arthropoda,Insecta,,,,,79.49,Published,2
>otu309,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu310,Arthropoda,Insecta,Diptera,Psychodidae,,,92.59,Published,2
>otu311,Arthropoda,Arachnida,,,,,82.72,Published,2
>otu312,Chlorophyta,Trebouxiophyceae,,,,,81.03,Published,2
>otu313,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu314,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu315,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu316,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu317,Arthropoda,Collembola,Symphypleona,Dicyrtomidae,,,94.35,Published,1
>otu318,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,90.4,Published,2
>otu319,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,semiobscurus,100,Private,       
>otu320,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu321,Arthropoda,Insecta,Diptera,Culicidae,Culex,,95.24,Private,  2 3  
>otu322,Arthropoda,Chilopoda,Geophilomorpha,Himantariidae,,,93.1,Private,3
>otu323,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu324,Arthropoda,Insecta,Diptera,,,,91.03,Published,2
>otu325,Mollusca,Gastropoda,Stylommatophora,Helicidae,Oestophora,,97.28,Published,       
>otu326,Arthropoda,Insecta,Hemiptera,,,,89.09,Private,  2 3 4
>otu327,Annelida,Clitellata,Crassiclitellata,,,,87.5,Private,       
>otu328,Chordata,Actinopterygii,,,,,78.65,Private,  2 3  
>otu329,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu330,Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Cryptops,hortensis,99.44,Private,       
>otu331,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu332,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu333,Arthropoda,Copepoda,,,,,79.01,Early-Release,2
>otu334,Arthropoda,Collembola,Poduromorpha,Brachystomellidae,Brachystomella,parvula,99.44,Published,       
>otu335,Arthropoda,Insecta,Diptera,Sciaridae,Dolichosciara,flavipes,100,Published,1 2    
>otu336,Cnidaria,Anthozoa,,,,,76.92,Published,2
>otu337,Arthropoda,Malacostraca,,,,,76.54,Published,2
>otu338,Chordata,Actinopterygii,,,,,80.77,Published,2
>otu339,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hermeuptychia,,96.15,Published,4
>otu340,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,91.53,Published,2
>otu341,Arthropoda,Malacostraca,Decapoda,,,,87.1,Published,2
>otu342,Nematoda,Chromadorea,Rhabditida,,,,86.83,Published,1 2    
>otu343,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu344,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Platynothrus,peltifer,100,Private,       
>otu345,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,100,Published,2
>otu346,Arthropoda,Arachnida,Araneae,,,,86.42,Private,    3 4
>otu347,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu348,Chlorophyta,Trebouxiophyceae,,,,,75.29,Published,2
>otu349,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,100,Published,4
>otu350,Arthropoda,Chilopoda,Geophilomorpha,Geophilidae,,,90.23,Early-Release,  2 3  
>otu351,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu352,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,,,92.86,Early-Release,1 2    
>otu353,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,arcuata,100,Private,3
>otu354,Cnidaria,Scyphozoa,,,,,81.48,Published,       
>otu355,Arthropoda,Insecta,Coleoptera,Curculionidae,,,94.74,Private,    3 4
>otu356,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Microscolex,phosphoreus,100,Published,       
>otu357,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu358,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu359,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,endosymbiont,100,Published,       
>otu360,Chordata,Actinopterygii,,,,,76,Published,2
>otu361,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu362,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,lanceolata,100,Published,       
>otu363,Arthropoda,Malacostraca,,,,,79.49,Private,1 2    
>otu364,Rotifera,Bdelloidea,,Philodinidae,,,92.41,Published,2
>otu365,Arthropoda,Arachnida,Trombidiformes,Tydeidae,,,90.67,Published,1
>otu366,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu367,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu368,Arthropoda,Insecta,Diptera,Culicidae,,,91.03,Published,       
>otu370,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu371,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu372,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu373,Rhodophyta,Florideophyceae,,,,,80.13,Published,2
>otu374,Chlorophyta,Trebouxiophyceae,,,,,86.21,Published,2
>otu375,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,aspersum,100,Private,       
>otu376,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu377,Arthropoda,Malacostraca,Decapoda,,,,86.42,Published,4
>otu378,Cnidaria,Anthozoa,Alcyonacea,,,,85.19,Published,       
>otu379,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu380,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,cryptica,100,Published,       
>otu381,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,,,91.07,Published,2
>otu382,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu383,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu384,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu385,Nematoda,Chromadorea,Rhabditida,Steinernematidae,,,91.07,Published,4
>otu386,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu387,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,Polydesmus,coriaceus,99.44,Private,3
>otu388,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,,98.48,Private,    3 4
>otu390,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Nemobius,sylvestris,98.28,Private,       
>otu391,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu392,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,terrestris,100,Published,       
>otu393,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu394,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,attemsi,98.87,Published,4
>otu395,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu396,Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Cryptops,hortensis,100,Private,3
>otu397,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,96.34,Private,3
>otu398,Rotifera,Bdelloidea,Adinetida,Adinetidae,,,92.59,Published,2
>otu399,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu400,Arthropoda,Insecta,Diptera,Culicidae,Mansonia,,95.24,Private,  2 3  
>otu401,Rhodophyta,Florideophyceae,,,,,79.67,Published,2
>otu402,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu403,Proteobacteria,Alphaproteobacteria,,,,,74.14,Published,2
>otu404,Rhodophyta,Florideophyceae,,,,,79.37,Published,2
>otu405,Nematoda,Chromadorea,Rhabditida,,,,89.13,Published,2
>otu406,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu407,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu408,Arthropoda,Insecta,Coleoptera,Curculionidae,,,92.4,Private,    3 4
>otu409,Arthropoda,Insecta,Diptera,,,,85.19,Private,3
>otu410,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu411,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu412,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu414,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu415,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu416,Proteobacteria,Alphaproteobacteria,,,,,77.78,Published,       
>otu417,Magnoliophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,persicaria,98.31,Published,2
>otu418,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Eluma,,97.18,Private,3
>otu420,Rotifera,Bdelloidea,,Philodinidae,Macrotrachela,ehrenbergi,100,Published,       
>otu421,Proteobacteria,Alphaproteobacteria,,,,,77.59,Published,       
>otu422,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu423,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,multifasciata,100,Published,       
>otu424,Mollusca,Bivalvia,,,,,78.67,Published,2
>otu425,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu426,Annelida,Clitellata,Crassiclitellata,,,,85.06,Published,2
>otu427,Arthropoda,Insecta,,,,,80.7,Private,  2 3  
>otu428,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu429,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,,97.74,Private,    3 4
>otu430,Arthropoda,Insecta,Diptera,Psychodidae,,,92.59,Published,2
>otu431,Rhodophyta,Bangiophyceae,,,,,77.33,Published,  2   4
>otu432,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu433,Arthropoda,Thecostraca,,,,,75.64,Published,2
>otu434,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu435,Arthropoda,Malacostraca,Decapoda,,,,85.19,Published,4
>otu436,Arthropoda,Insecta,Hymenoptera,,,,90.12,Private,    3 4
>otu437,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu438,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu439,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,,96.15,Private,  2 3 4
>otu440,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu441,Chordata,Ascidiacea,,,,,84,Private,  2 3  
>otu442,Nematoda,Chromadorea,Rhabditida,,,,88.24,Published,2
>otu443,Echinodermata,Crinoidea,,,,,74.7,Published,2
>otu444,Arthropoda,Arachnida,Trombidiformes,Eupodidae,,,93.59,Published,1 2    
>otu445,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu446,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu447,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,albocincta,98.87,Early-Release,       
>otu448,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu449,Arthropoda,Malacostraca,Decapoda,,,,85.9,Published,2
>otu450,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,linearia,100,Private,1 2    
>otu451,Arthropoda,Insecta,,,,,79.49,Private,2
>otu452,Rhodophyta,Florideophyceae,Gigartinales,,,,88.37,Published,  2   4
>otu453,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu454,Chordata,Actinopterygii,,,,,76.77,Private,  2 3  
>otu455,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu456,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu457,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nalassus,laevioctostriatus,99.44,Published,       
>otu458,Chordata,Mammalia,Pholidota,Manidae,,,92.31,Private,  2 3  
>otu459,Heterokontophyta,Oomycota,Pythiales,Pythiaceae,Pythium,acanthicum,100,Published,2
>otu460,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu461,Chlorophyta,Trebouxiophyceae,,,,,85.06,Published,2
>otu462,Arthropoda,Insecta,Lepidoptera,,,,99.39,Private,    3 4
>otu463,Arthropoda,Insecta,Diptera,,,,85.9,Published,2
>otu464,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,92.31,Private,  2 3 4
>otu465,Arthropoda,Collembola,Symphypleona,Dicyrtomidae,Dicyrtomina,saundersi,99.44,Private,       
>otu466,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu467,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu468,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu469,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,draparnaudi,100,Private,2
>otu470,Mollusca,Gastropoda,Lepetellida,,,,87.5,Published,2
>otu471,Mollusca,Bivalvia,,,,,81.33,Published,2
>otu472,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu473,Chordata,Amphibia,,,,,80.77,Published,2
>otu474,Chordata,Amphibia,Anura,,,,85.9,Private,    3 4
>otu475,Arthropoda,Insecta,Hemiptera,,,,86.21,Private,  2 3 4
>otu476,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu477,Zygomycota,,,,,,100,Private,3
>otu478,Arthropoda,Insecta,Diptera,,,,85.9,Private,2
>otu480,Cnidaria,Cubozoa,,,,,82.14,Published,2
>otu481,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,,92.31,Private,  2 3  
>otu482,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu483,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu484,Arthropoda,Insecta,Lepidoptera,Nolidae,Pseudoips,prasinana,100,Private,       
>otu485,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Ponentina,,96.55,Published,4
>otu486,Arthropoda,Insecta,Diptera,Calliphoridae,Lucilia,,95.4,Published,2
>otu487,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu488,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,86.21,Published,4
>otu489,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,86.21,Published,4
>otu490,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu491,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu492,Heterokontophyta,Oomycota,,,,,80.35,Published,2
>otu493,Arthropoda,Malacostraca,,,,,77.33,Private,  2 3  
>otu494,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu495,Arthropoda,Insecta,Hymenoptera,,,,86.67,Published,2
>otu496,Arthropoda,Insecta,,,,,80,Published,2
>otu497,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu498,Arthropoda,Insecta,Diptera,Culicidae,Culex,,95.24,Private,  2 3  
>otu499,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu500,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu501,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu502,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,endosymbiont,100,Private,3
>otu503,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu504,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu505,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu506,Rhodophyta,Florideophyceae,Gigartinales,,,,85.56,Published,4
>otu508,Heterokontophyta,Oomycota,Pythiales,Pythiaceae,Pythium,camurandrum,98.31,Published,2
>otu509,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,alliarius,100,Published,4
>otu510,Arthropoda,Insecta,Diptera,,,,87.18,Published,2
>otu512,Arthropoda,Malacostraca,,,,,84.62,Private,  2 3  
>otu513,Magnoliophyta,Magnoliopsida,Brassicales,Bataceae,Batis,maritima,98.31,Published,2
